pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
924_ID,chr12,74315109,74316394,ENSMUST00000110441.1,Gm11042,protein_coding,0.6611,chr12,74314200,74317162,ENSMUST00000223381.1,Gm34552,lincRNA,0.8845,0.208550356
925_ID,chr2,105092017,105093760,ENSMUST00000111107.1,Gm11060,protein_coding,0.8761,chr2,105076844,105126510,ENSMUST00000172701.7,Wt1os,antisense,0.9365,-0.260275704
926_ID,chr17,81441762,81441923,ENSMUST00000168858.1,Gm11096,protein_coding,0,chr17,81385602,81738377,ENSMUST00000235015.1,Slc8a1,protein_coding,0.9451,NA
927_ID,chr2,58859433,58907618,ENSMUST00000112589.2,Gm11099,protein_coding,0.9838,chr2,58821069,59160663,ENSMUST00000226455.1,Ccdc148,protein_coding,0.9632,0.349555995
928_ID,chr5,98552694,98553744,ENSMUST00000112956.1,Gm11111,protein_coding,1,chr5,98329303,98802019,ENSMUST00000080333.7,Cfap299,protein_coding,0.949,0.373543684
929_ID,chr17,36055815,36058371,ENSMUST00000113742.2,Gm11127,protein_coding,0.8924,chr17,36042960,36058645,ENSMUST00000097331.1,Gm6034,protein_coding,0.9254,0.766753758
930_ID,chr16,77588577,77602094,ENSMUST00000114231.1,Gm11146,protein_coding,0.883,chr16,77329503,77691399,ENSMUST00000182820.7,Mir99ahg,processed_transcript,0.9115,0.084840011
931_ID,chr9,49520198,49572591,ENSMUST00000215070.1,Gm11149,antisense,0.9362,chr9,49502135,49798925,ENSMUST00000193547.5,Ncam1,protein_coding,0.8294,0.350447505
932_ID,chr8,70699537,70700080,ENSMUST00000116172.1,Gm11175,antisense,0.8785,chr8,70698948,70700616,ENSMUST00000095267.5,Jund,protein_coding,0.7956,0.738802135
933_ID,chr11,53111450,53120056,ENSMUST00000137096.1,Gm11186,antisense,0.9158,chr11,52764633,53188538,ENSMUST00000036796.7,Fstl4,protein_coding,0.9208,0.380719898
934_ID,chr11,78278737,78279066,ENSMUST00000127017.1,Gm11192,antisense,0.7803,chr11,78261751,78290623,ENSMUST00000010421.6,2610507B11Rik,protein_coding,0.5953,-0.046304237
935_ID,chr11,79023596,79031057,ENSMUST00000143473.1,Gm11201,antisense,0.8612,chr11,79013439,79146407,ENSMUST00000018478.10,Ksr1,protein_coding,0.853,0.697434179
936_ID,chr4,62627676,62633712,ENSMUST00000130206.1,Gm11209,antisense,0.7256,chr4,62559846,62659840,ENSMUST00000065870.13,Rgs3,protein_coding,0.9849,0.074183183
937_ID,chr4,64075532,64083814,ENSMUST00000125240.1,Gm11216,lincRNA,0.9725,chr4,63979853,64149924,ENSMUST00000141428.7,8030451A03Rik,processed_transcript,0.989,0.512391895
938_ID,chr4,73638120,73642161,ENSMUST00000180092.1,Gm11236,protein_coding,0,chr4,73607880,73657291,ENSMUST00000084479.3,Gm11238,protein_coding,0,NA
939_ID,chr4,73622983,73627027,ENSMUST00000178319.1,Gm11237,protein_coding,0,chr4,73607880,73657291,ENSMUST00000084479.3,Gm11238,protein_coding,0,NA
940_ID,chr4,72168767,72169449,ENSMUST00000142137.1,Gm11250,antisense,0.8066,chr4,72117141,72200919,ENSMUST00000074216.13,Tle1,protein_coding,0.8273,0.485354174
941_ID,chr4,82508015,82547292,ENSMUST00000139835.1,Gm11266,antisense,0.7051,chr4,82498320,82705750,ENSMUST00000155821.1,Nfib,protein_coding,0.9598,0.053103499
942_ID,chr4,82585047,82587319,ENSMUST00000137477.1,Gm11267,sense_intronic,0.9898,chr4,82498320,82705750,ENSMUST00000155821.1,Nfib,protein_coding,0.9598,0.701788476
943_ID,chr4,82692804,82693711,ENSMUST00000157011.1,Gm11269,antisense,0.9684,chr4,82498320,82705750,ENSMUST00000155821.1,Nfib,protein_coding,0.9598,0.728930379
944_ID,chr13,22523910,22524744,ENSMUST00000137651.1,Gm11300,antisense,0,chr13,22518113,22531992,ENSMUST00000227520.1,Vmn1r203,protein_coding,0.9335,NA
945_ID,chr13,22772655,22773471,ENSMUST00000148492.1,Gm11314,antisense,0,chr13,22771473,22777400,ENSMUST00000227136.1,Vmn1r208,protein_coding,0.9317,NA
946_ID,chr13,23956808,23966175,ENSMUST00000154766.1,Gm11339,antisense,0.951,chr13,23953455,23991214,ENSMUST00000021770.7,Scgn,protein_coding,0.8284,0.235498612
947_ID,chr13,24335936,24414803,ENSMUST00000224879.1,Gm11342,antisense,0.9419,chr13,24327419,24477377,ENSMUST00000224819.1,Cmah,protein_coding,0.9511,0.532519481
948_ID,chr13,29235776,29236620,ENSMUST00000137593.1,Gm11364,sense_intronic,1,chr13,29191745,29855647,ENSMUST00000140278.7,Cdkal1,protein_coding,0.942,-0.123537961
949_ID,chr13,29940282,29942261,ENSMUST00000144277.1,Gm11365,antisense,0.8419,chr13,29906574,29986063,ENSMUST00000102948.10,E2f3,protein_coding,0.7708,0.351324999
950_ID,chr13,31392577,31396579,ENSMUST00000144541.2,Gm11376,lincRNA,0.9743,chr13,31355753,31408922,ENSMUST00000221171.1,G630018N14Rik,lincRNA,0.9446,0.519174132
951_ID,chr13,31619167,31620369,ENSMUST00000130966.1,Gm11378,lincRNA,0.8974,chr13,31578155,31625509,ENSMUST00000221561.1,1700018A04Rik,lincRNA,0.8645,0.083251953
952_ID,chr11,3142047,3143363,ENSMUST00000131021.1,Gm11399,antisense,0.7887,chr11,3131880,3193463,ENSMUST00000066391.13,Sfi1,protein_coding,0.6915,0.654721308
953_ID,chr11,81072402,81083358,ENSMUST00000150536.1,Gm11417,antisense,0.9587,chr11,80880168,81968457,ENSMUST00000066197.6,Asic2,protein_coding,0.8998,0.042328214
954_ID,chr11,81587360,81593478,ENSMUST00000156193.1,Gm11418,antisense,0.955,chr11,80880168,81968457,ENSMUST00000066197.6,Asic2,protein_coding,0.8998,0.236061194
955_ID,chr11,81985405,81988769,ENSMUST00000150772.1,Gm11419,lincRNA,0.9513,chr11,81983118,82019967,ENSMUST00000207942.1,Gm31522,lincRNA,0.9193,0.699911829
957_ID,chr2,164135702,164140419,ENSMUST00000149285.1,Gm11455,antisense,0.9131,chr2,164074137,164155524,ENSMUST00000018353.13,Stk4,protein_coding,0.7831,0.257616632
958_ID,chr2,165880024,165882056,ENSMUST00000127942.1,Gm11465,antisense,0.7683,chr2,165784151,165884751,ENSMUST00000177633.7,Zmynd8,protein_coding,0.6535,-0.088675809
959_ID,chr11,87795783,87801144,ENSMUST00000130442.1,Gm11505,antisense,0.9857,chr11,87793580,87804413,ENSMUST00000020779.10,Mpo,protein_coding,0.983,0.665248261
960_ID,chr11,95032758,95038283,ENSMUST00000138855.1,Gm11513,antisense,0.8969,chr11,95026257,95041354,ENSMUST00000038431.7,Pdk2,protein_coding,0.8802,0.602372989
961_ID,chr11,96918940,96922493,ENSMUST00000134436.1,Gm11525,antisense,0.7536,chr11,96916269,96953466,ENSMUST00000131501.7,D030028A08Rik,processed_transcript,0.7003,0.284973407
962_ID,chr11,95875077,95876380,ENSMUST00000129261.1,Gm11534,antisense,0.8847,chr11,95865942,95914891,ENSMUST00000038343.6,B4galnt2,protein_coding,0.8655,0.562823461
963_ID,chr11,96336298,96342108,ENSMUST00000130733.1,Gm11536,antisense,0.9103,chr11,96323325,96347930,ENSMUST00000093944.9,Hoxb3,protein_coding,0.8137,0.875666452
964_ID,chr11,101886236,101891206,ENSMUST00000147438.1,Gm11551,antisense,0.9065,chr11,101877509,101894374,ENSMUST00000057054.7,Meox1,protein_coding,0.8936,0.574370166
965_ID,chr11,97160989,97161675,ENSMUST00000132296.1,Gm11583,antisense,0.9673,chr11,97159713,97187881,ENSMUST00000001479.4,Kpnb1,protein_coding,0.5048,0.314418752
966_ID,chr11,102145548,102146246,ENSMUST00000123060.1,Gm11586,antisense,0.8928,chr11,102145512,102149477,ENSMUST00000129799.7,Nags,protein_coding,0.847,0.770674636
967_ID,chr11,97519611,97521895,ENSMUST00000134289.1,Gm11611,sense_intronic,0.9306,chr11,97509339,97575226,ENSMUST00000238314.1,Srcin1,protein_coding,0.9436,0.817244381
968_ID,chr11,97723650,97725711,ENSMUST00000137598.1,Gm11614,antisense,0.6804,chr11,97715156,97744704,ENSMUST00000018691.8,Pip4k2b,protein_coding,0.7217,0.031178956
969_ID,chr11,101264761,101266303,ENSMUST00000156205.1,Gm11615,antisense,0.7289,chr11,101260566,101277409,ENSMUST00000139487.7,Wnk4,protein_coding,0.846,0.179695814
970_ID,chr11,101456575,101457390,ENSMUST00000142107.1,Gm11626,antisense,0.8846,chr11,101448406,101458698,ENSMUST00000010502.12,Ifi35,protein_coding,0.7552,0.505377669
971_ID,chr11,98084456,98085424,ENSMUST00000145489.1,Gm11632,processed_transcript,0.8822,chr11,98082555,98149612,ENSMUST00000103143.9,Fbxl20,protein_coding,0.5314,0.086351944
972_ID,chr11,105363251,105390642,ENSMUST00000153672.1,Gm11638,processed_transcript,0.9807,chr11,105360797,105456735,ENSMUST00000049995.9,Marchf10,protein_coding,0.9978,0.471728177
973_ID,chr11,105434444,105435412,ENSMUST00000155987.1,Gm11640,antisense,0.9702,chr11,105360797,105456735,ENSMUST00000049995.9,Marchf10,protein_coding,0.9978,0.25272001
974_ID,chr11,106051150,106051852,ENSMUST00000135857.1,Gm11646,antisense,0.8336,chr11,106036871,106059324,ENSMUST00000058438.8,Dcaf7,protein_coding,0.4944,-0.27012987
975_ID,chr11,108181849,108194126,ENSMUST00000153899.1,Gm11655,antisense,0.8726,chr11,107933386,108343928,ENSMUST00000059595.10,Prkca,protein_coding,0.8121,-0.050754265
976_ID,chr11,108377892,108381093,ENSMUST00000137462.1,Gm11656,sense_intronic,0.9751,chr11,108343353,108395905,ENSMUST00000133383.7,Apoh,protein_coding,0.9375,-0.26613426
977_ID,chr11,107994021,107994631,ENSMUST00000137175.1,Gm11657,antisense,0.9832,chr11,107933386,108343928,ENSMUST00000059595.10,Prkca,protein_coding,0.8121,-0.035047615
978_ID,chr11,104250901,104259361,ENSMUST00000137561.1,Gm11659,antisense,0.9346,chr11,104231389,104332090,ENSMUST00000106992.9,Mapt,protein_coding,0.8924,0.410015845
979_ID,chr11,104556788,104557777,ENSMUST00000148136.1,Gm11665,antisense,0.9458,chr11,104550662,104587215,ENSMUST00000018800.8,Myl4,protein_coding,0.972,0.046307891
980_ID,chr11,108939309,108942015,ENSMUST00000143435.1,Gm11670,antisense,0.8805,chr11,108920348,108950783,ENSMUST00000052915.13,Axin2,protein_coding,0.7826,0.472280789
981_ID,chr11,106126335,106127351,ENSMUST00000140380.1,Gm11672,antisense,0.8858,chr11,106084612,106155446,ENSMUST00000002044.9,Map3k3,protein_coding,0.5356,-0.495615486
982_ID,chr11,109797182,109802796,ENSMUST00000147006.1,Gm11683,antisense,0.9646,chr11,109787650,109828046,ENSMUST00000106674.7,1700012B07Rik,protein_coding,0.9553,0.739053021
983_ID,chr11,109936315,109938135,ENSMUST00000149226.1,Gm11697,antisense,0.6129,chr11,109932189,109995845,ENSMUST00000020948.14,Abca8b,protein_coding,0.8888,-0.361508758
984_ID,chr11,106814669,106816008,ENSMUST00000151282.1,Gm11706,antisense,0.7036,chr11,106789251,106818860,ENSMUST00000103068.9,Cep95,protein_coding,0.9176,-0.062179975
985_ID,chr11,107386982,107388971,ENSMUST00000129139.1,Gm11712,antisense,0.8249,chr11,107207891,107470699,ENSMUST00000103064.9,Pitpnc1,protein_coding,0.744,0.506781034
986_ID,chr11,107410389,107413549,ENSMUST00000139941.1,Gm11713,antisense,0.8454,chr11,107207891,107470699,ENSMUST00000103064.9,Pitpnc1,protein_coding,0.744,0.228868854
987_ID,chr11,107428275,107435686,ENSMUST00000136927.1,Gm11714,processed_transcript,0.6705,chr11,107207891,107470699,ENSMUST00000103064.9,Pitpnc1,protein_coding,0.744,0.136363636
988_ID,chr11,107338049,107344804,ENSMUST00000154414.1,Gm11716,antisense,0.991,chr11,107207891,107470699,ENSMUST00000103064.9,Pitpnc1,protein_coding,0.744,0.170961735
989_ID,chr11,107481915,107483107,ENSMUST00000138702.1,Gm11722,sense_intronic,0.8931,chr11,107479527,107504362,ENSMUST00000106752.9,Psmd12,protein_coding,0.668,-0.035734823
990_ID,chr11,117783325,117785055,ENSMUST00000155505.1,Gm11723,antisense,0.8754,chr11,117782314,117793110,ENSMUST00000106334.8,Tmc8,protein_coding,0.8705,0.741720012
991_ID,chr11,117789896,117791313,ENSMUST00000125577.1,Gm11724,antisense,0.8619,chr11,117782314,117793110,ENSMUST00000106334.8,Tmc8,protein_coding,0.8705,0.638883878
992_ID,chr11,118114854,118118279,ENSMUST00000134069.1,Gm11738,antisense,0.9295,chr11,118023075,118130634,ENSMUST00000132685.8,Dnah17,protein_coding,0.9936,0.588445677
993_ID,chr11,118866256,118867220,ENSMUST00000127327.1,Gm11749,sense_intronic,0.9501,chr11,118491154,118911597,ENSMUST00000069343.11,Rbfox3,protein_coding,0.9865,0.268529996
994_ID,chr11,118791371,118793828,ENSMUST00000146016.1,Gm11750,lincRNA,0.9431,chr11,118491154,118911597,ENSMUST00000069343.11,Rbfox3,protein_coding,0.9865,0.553812722
995_ID,chr11,119220159,119222473,ENSMUST00000143291.1,Gm11752,lincRNA,0.9569,chr11,119143044,119228499,ENSMUST00000036113.3,Tbc1d16,protein_coding,0.8016,0.490666607
996_ID,chr11,119183952,119184516,ENSMUST00000151091.1,Gm11753,sense_intronic,0.9882,chr11,119143044,119228499,ENSMUST00000036113.3,Tbc1d16,protein_coding,0.8016,-0.16605684
997_ID,chr11,119938510,119942074,ENSMUST00000143428.1,Gm11766,lincRNA,0.9433,chr11,119935802,119942698,ENSMUST00000129379.1,Gm11767,antisense,0.9227,0.767230818
998_ID,chr11,120235233,120236122,ENSMUST00000136542.1,Gm11772,antisense,0.682,chr11,120232946,120292296,ENSMUST00000044985.13,Bahcc1,protein_coding,0.8701,0.462542421
999_ID,chr11,120831028,120834244,ENSMUST00000138256.1,Gm11773,antisense,0.91,chr11,120826528,120932872,ENSMUST00000056781.4,Ccdc57,protein_coding,0.7824,0.115063498
1000_ID,chr4,6688168,6704160,ENSMUST00000137749.1,Gm11802,antisense,0.95,chr4,6686352,6990799,ENSMUST00000039987.3,Tox,protein_coding,0.591,0.145000916
1001_ID,chr4,10487955,10489362,ENSMUST00000139423.1,Gm11815,lincRNA,0.7201,chr4,10479961,10742904,ENSMUST00000145856.1,1700123O12Rik,lincRNA,0.9562,0.26162448
1002_ID,chr4,9283971,9287391,ENSMUST00000149848.1,Gm11816,antisense,0.8641,chr4,9269316,9451691,ENSMUST00000038841.13,Clvs1,protein_coding,0.9458,-0.176762117
1003_ID,chr4,9431960,9447199,ENSMUST00000155578.1,Gm11817,antisense,0.9402,chr4,9269316,9451691,ENSMUST00000038841.13,Clvs1,protein_coding,0.9458,0.526905496
1004_ID,chr4,11501455,11502839,ENSMUST00000141538.1,Gm11831,antisense,0.7251,chr4,11485957,11550684,ENSMUST00000059914.12,Virma,protein_coding,0.581,-0.062337662
1005_ID,chr4,11611138,11615007,ENSMUST00000148576.1,Gm11832,antisense,0.7629,chr4,11558971,11615805,ENSMUST00000070755.12,Rad54b,protein_coding,0.9094,0.481435779
1006_ID,chr4,15022581,15031987,ENSMUST00000129207.1,Gm11844,antisense,0.9769,chr4,14952244,15149131,ENSMUST00000041606.13,Necab1,protein_coding,0.9173,0.606353847
1007_ID,chr4,20343705,20347818,ENSMUST00000141819.1,Gm11872,antisense,0.9245,chr4,20118873,20778567,ENSMUST00000119374.7,Nkain3,protein_coding,0.9024,0.680151497
1008_ID,chr4,24792679,24800310,ENSMUST00000142373.1,Gm11899,antisense,0.9613,chr4,24612553,24851124,ENSMUST00000108218.9,Klhl32,protein_coding,0.8789,-0.136904762
1009_ID,chr4,28814296,28815076,ENSMUST00000153669.1,Gm11915,antisense,0.81,chr4,28813130,28967499,ENSMUST00000029964.11,Epha7,protein_coding,0.8293,0.796750093
1010_ID,chr11,99387339,99387897,ENSMUST00000153599.1,Gm11940,antisense,0.7756,chr11,99385253,99389364,ENSMUST00000103131.4,Krt10,protein_coding,0.8162,0.022490629
1011_ID,chr11,3308995,3320722,ENSMUST00000152576.1,Gm11944,processed_transcript,0.6918,chr11,3305425,3331178,ENSMUST00000155332.1,Gm12592,processed_transcript,0.7283,0.18961039
1012_ID,chr11,3530156,3536434,ENSMUST00000128806.1,Gm11946,processed_transcript,0.8795,chr11,3517522,3539292,ENSMUST00000020721.14,Smtn,protein_coding,0.7761,0.825415598
1013_ID,chr11,3534237,3534907,ENSMUST00000125275.1,Gm11947,processed_transcript,0.9501,chr11,3517522,3539292,ENSMUST00000020721.14,Smtn,protein_coding,0.7761,0.350442539
1014_ID,chr11,3534237,3534907,ENSMUST00000125275.1,Gm11947,processed_transcript,0.9501,chr11,3530156,3536434,ENSMUST00000128806.1,Gm11946,processed_transcript,0.8795,0.508304245
1015_ID,chr11,3353572,3354911,ENSMUST00000142322.1,Gm11948,sense_intronic,0.8071,chr11,3344255,3409174,ENSMUST00000101638.3,Limk2,protein_coding,0.8557,0.789431193
1016_ID,chr11,5915314,5916731,ENSMUST00000135132.1,Gm11967,antisense,0.9331,chr11,5900822,5950081,ENSMUST00000102920.3,Gck,protein_coding,0.9261,0.274564544
1017_ID,chr11,11695132,11696439,ENSMUST00000132007.1,Gm12000,antisense,0.9197,chr11,11686212,11772926,ENSMUST00000076700.10,Ikzf1,protein_coding,0.9755,0.586875745
1018_ID,chr11,12322274,12351028,ENSMUST00000174550.1,Gm12002,antisense,0.8811,chr11,12236677,12464960,ENSMUST00000109651.8,Cobl,protein_coding,0.9754,0.183024889
1019_ID,chr11,24099687,24115405,ENSMUST00000133819.1,Gm12064,antisense,0.8344,chr11,24078116,24174123,ENSMUST00000109516.7,Bcl11a,protein_coding,0.9246,0.444317519
1020_ID,chr11,25301262,25322786,ENSMUST00000145127.1,Gm12069,lincRNA,0.9144,chr11,25232625,25367133,ENSMUST00000191131.1,4933427E13Rik,lincRNA,0.9715,0.307587927
1021_ID,chr11,33275878,33276334,ENSMUST00000183831.1,Gm12117,protein_coding,NA,chr11,33211794,33513746,ENSMUST00000102815.9,Ranbp17,protein_coding,NA,NA
1022_ID,chr11,33695893,33697908,ENSMUST00000136083.1,Gm12119,antisense,0.9528,chr11,33629789,33992988,ENSMUST00000238903.1,Kcnip1,protein_coding,0.9352,0.575780376
1023_ID,chr11,33705549,33711435,ENSMUST00000125068.1,Gm12120,antisense,0.9226,chr11,33629789,33992988,ENSMUST00000238903.1,Kcnip1,protein_coding,0.9352,0.503967753
1024_ID,chr11,35350068,35350785,ENSMUST00000124503.1,Gm12122,sense_intronic,0.8727,chr11,35121223,35708507,ENSMUST00000069837.3,Slit3,protein_coding,0.8283,-0.32101086
1025_ID,chr11,36080663,36083854,ENSMUST00000147717.1,Gm12126,antisense,0.9873,chr11,36006655,37235882,ENSMUST00000102801.7,Tenm2,protein_coding,0.8693,0.461690258
1026_ID,chr11,36278040,36279987,ENSMUST00000123278.1,Gm12127,antisense,0.898,chr11,36006655,37235882,ENSMUST00000102801.7,Tenm2,protein_coding,0.8693,0.265459725
1027_ID,chr11,43229562,43232264,ENSMUST00000136288.1,Gm12144,antisense,0.9255,chr11,43197423,43259784,ENSMUST00000127604.1,Gm12146,antisense,0.8335,0.197443719
1028_ID,chr11,43229562,43232264,ENSMUST00000136288.1,Gm12144,antisense,0.9255,chr11,43151598,43262285,ENSMUST00000077659.5,Atp10b,protein_coding,0.9365,-0.004213749
1029_ID,chr11,43197423,43259784,ENSMUST00000127604.1,Gm12146,antisense,0.8335,chr11,43151598,43262285,ENSMUST00000077659.5,Atp10b,protein_coding,0.9365,0.302765035
1030_ID,chr11,43579601,43581116,ENSMUST00000130874.1,Gm12150,antisense,0.9588,chr11,43528783,43586997,ENSMUST00000050574.6,Ccnjl,protein_coding,0.7052,0.310009458
1031_ID,chr11,44659521,44662676,ENSMUST00000130493.1,Gm12158,antisense,0.8789,chr11,44617316,45008091,ENSMUST00000081265.11,Ebf1,protein_coding,0.7442,0.392677736
1032_ID,chr11,46342286,46345020,ENSMUST00000148132.1,Gm12167,antisense,0.9466,chr11,46325149,46389515,ENSMUST00000020664.12,Itk,protein_coding,0.9767,-0.089754409
1033_ID,chr11,50134081,50135004,ENSMUST00000144990.1,Gm12195,antisense,0.9483,chr11,50131395,50172785,ENSMUST00000101270.4,Tbc1d9b,protein_coding,0.774,-0.104235081
1034_ID,chr11,50717669,50718915,ENSMUST00000137567.1,Gm12199,antisense,0.9628,chr11,50602083,50807573,ENSMUST00000040523.8,Adamts2,protein_coding,0.8085,-0.298592996
1035_ID,chr11,50720081,50725544,ENSMUST00000144876.1,Gm12200,antisense,0.675,chr11,50602083,50807573,ENSMUST00000040523.8,Adamts2,protein_coding,0.8085,-0.161038961
1036_ID,chr11,52038849,52039471,ENSMUST00000133940.1,Gm12205,antisense,0.8686,chr11,52004220,52084667,ENSMUST00000121591.7,Cdkl3,protein_coding,0.9678,0.420244751
1037_ID,chr11,52233723,52236619,ENSMUST00000143016.1,Gm12207,antisense,0.5644,chr11,52232008,52246858,ENSMUST00000037324.11,Skp1a,protein_coding,0.7327,-0.119480519
1038_ID,chr11,53462378,53463613,ENSMUST00000141032.1,Gm12212,antisense,0.8466,chr11,53457204,53467766,ENSMUST00000109013.8,Shroom1,protein_coding,0.9583,-0.008300574
1039_ID,chr11,53723952,53724618,ENSMUST00000151643.1,Gm12214,antisense,0,chr11,53720793,53725106,ENSMUST00000048605.2,Il5,protein_coding,0.7205,NA
1040_ID,chr11,54340368,54353479,ENSMUST00000124047.7,Gm12224,antisense,0.9464,chr11,54303797,54364756,ENSMUST00000093106.11,Acsl6,protein_coding,0.9665,0.496641291
1041_ID,chr11,54728676,54734323,ENSMUST00000147847.1,Gm12227,antisense,0.7594,chr11,54717455,54787675,ENSMUST00000064104.12,Cdc42se2,protein_coding,0.6382,0.283117333
1042_ID,chr11,55514845,55527715,ENSMUST00000152968.1,Gm12236,antisense,0.7783,chr11,55514237,55608198,ENSMUST00000102716.9,Glra1,protein_coding,0.9498,0.071604743
1043_ID,chr11,55482705,55482829,ENSMUST00000127764.1,Gm12238,sense_intronic,0,chr11,55482693,55482833,ENSMUST00000083127.1,Gm22884,snoRNA,0.6939,NA
1044_ID,chr11,55482705,55482829,ENSMUST00000127764.1,Gm12238,sense_intronic,0,chr11,55469684,55504838,ENSMUST00000018727.3,G3bp1,protein_coding,0.4279,NA
1045_ID,chr11,58126067,58128512,ENSMUST00000129126.1,Gm12246,antisense,0.6182,chr11,58120001,58168539,ENSMUST00000172035.7,Gemin5,protein_coding,0.7492,-0.231243923
1046_ID,chr11,58889709,58891548,ENSMUST00000132394.1,Gm12256,antisense,1,chr11,58888152,58904225,ENSMUST00000102703.1,Zfp39,protein_coding,0.9282,-0.110782342
1047_ID,chr11,59775285,59780321,ENSMUST00000123949.1,Gm12264,antisense,0.6208,chr11,59662494,59780860,ENSMUST00000072031.12,Mprip,protein_coding,0.6964,0.41038961
1048_ID,chr11,60240809,60241930,ENSMUST00000139025.1,Gm12265,antisense,0.9254,chr11,60226713,60352905,ENSMUST00000095254.11,Tom1l2,protein_coding,0.9876,-0.025036732
1049_ID,chr11,61527754,61528577,ENSMUST00000138136.1,Gm12272,antisense,0.7476,chr11,61517249,61579687,ENSMUST00000178202.7,Epn2,protein_coding,0.8412,0.0676213
1050_ID,chr11,62482796,62501704,ENSMUST00000153718.1,Gm12278,antisense,0.9838,chr11,62458459,62514417,ENSMUST00000014389.5,Pigl,protein_coding,0.6694,-0.216600056
1051_ID,chr11,64012614,64015224,ENSMUST00000130860.1,Gm12289,antisense,0.9163,chr11,63962626,64079466,ENSMUST00000049091.8,Cox10,protein_coding,0.7688,-0.173863658
1052_ID,chr11,67571621,67577466,ENSMUST00000152963.1,Gm12301,antisense,0.9284,chr11,67455090,67683460,ENSMUST00000108681.8,Gas7,protein_coding,0.8219,-0.127644679
1053_ID,chr11,68269557,68270879,ENSMUST00000151817.1,Gm12305,sense_intronic,0.9911,chr11,68209363,68400823,ENSMUST00000108674.8,Ntn1,protein_coding,0.8117,0.512237891
1054_ID,chr11,70611211,70613211,ENSMUST00000125853.1,Gm12316,antisense,0.9043,chr11,70562880,70614482,ENSMUST00000072237.12,Mink1,protein_coding,0.9066,0.688719173
1055_ID,chr11,75036475,75039348,ENSMUST00000155508.1,Gm12333,antisense,0.7912,chr11,74925822,75164448,ENSMUST00000045281.12,Smg6,protein_coding,0.792,0.011074977
1056_ID,chr11,77008913,77009873,ENSMUST00000138817.1,Gm12343,antisense,0.9258,chr11,76998602,77032339,ENSMUST00000108402.8,Slc6a4,protein_coding,0.9359,0.767939229
1057_ID,chr11,98682920,98683415,ENSMUST00000122854.1,Gm12356,processed_transcript,0.8497,chr11,98682553,98695979,ENSMUST00000017365.14,Psmd3,protein_coding,0.7747,0.286494471
1058_ID,chr4,34962219,34966965,ENSMUST00000144419.1,Gm12364,antisense,0.9591,chr4,34949073,35157484,ENSMUST00000102975.9,Mob3b,protein_coding,0.7815,0.07995719
1059_ID,chr4,42736592,42738094,ENSMUST00000144765.1,Gm12395,antisense,0.9393,chr4,42735544,42845996,ENSMUST00000068158.9,4930578G10Rik,protein_coding,0.8298,0.545219725
1060_ID,chr4,41520693,41525823,ENSMUST00000122839.1,Gm12404,processed_transcript,0.8337,chr4,41517690,41569537,ENSMUST00000108050.1,Fam219a,protein_coding,0.877,0.529259225
1061_ID,chr4,45715168,45716421,ENSMUST00000124989.1,Gm12410,lincRNA,0.7361,chr4,45683588,45723338,ENSMUST00000146622.7,Gm829,lincRNA,0.8972,-0.355228024
1062_ID,chr4,44664414,44685347,ENSMUST00000140826.1,Gm12462,antisense,0.9523,chr4,44524756,44710487,ENSMUST00000014174.13,Pax5,protein_coding,0.9311,0.287086267
1063_ID,chr4,54651902,54656077,ENSMUST00000129576.1,Gm12480,lincRNA,0.8785,chr4,54646541,54689451,ENSMUST00000127709.1,Gm12478,lincRNA,0.9562,0.411327292
1064_ID,chr4,57757738,57763901,ENSMUST00000154462.1,Gm12526,processed_transcript,0.7252,chr4,57568178,57896982,ENSMUST00000098066.8,Pakap,protein_coding,0.9435,0.446256099
1065_ID,chr3,37231332,37232469,ENSMUST00000147691.1,Gm12534,antisense,0.9562,chr3,37222758,37232618,ENSMUST00000029273.7,Il21,protein_coding,0.9022,0.519174132
1066_ID,chr4,59889985,59894924,ENSMUST00000133015.1,Gm12542,antisense,0.8907,chr4,59805839,59904737,ENSMUST00000030080.6,Snx30,protein_coding,0.7693,-0.037109239
1067_ID,chr4,59135067,59137454,ENSMUST00000132140.1,Gm12594,sense_intronic,0.9501,chr4,59043752,59138983,ENSMUST00000107547.1,Shoc1,protein_coding,0.9688,0.516578261
1068_ID,chr11,50851331,50852582,ENSMUST00000123764.1,Gm12660,antisense,0.8857,chr11,50850684,50866206,ENSMUST00000171427.7,Grm6,protein_coding,0.9659,0.541573101
1069_ID,chr4,97754167,97757389,ENSMUST00000149078.1,Gm12676,processed_transcript,0.8452,chr4,97568132,97778048,ENSMUST00000146447.7,E130114P18Rik,protein_coding,0.8994,-0.012064348
1070_ID,chr4,100119620,100120841,ENSMUST00000134206.1,Gm12701,sense_intronic,0.9737,chr4,100095790,100444765,ENSMUST00000039630.5,Ror1,protein_coding,0.8883,-0.16692817
1071_ID,chr4,99116413,99118301,ENSMUST00000129460.1,Gm12705,antisense,0.7845,chr4,98936670,99120915,ENSMUST00000030286.13,Dock7,protein_coding,0.7063,0.063843987
